Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
156,Bidasoa,Bidasoa,Hondarribia,Hondarribia,Coche conductor,08:00,22,Hondarribia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,28160.31,4,-1.798245774559224,43.37070142330656,-2.033693,43.256347
296,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,21489.35,1,-1.927748457170129,43.317991524961904,-2.033693,43.256347
4496,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.896697510175424,43.311998860233366,-2.033693,43.256347
3240,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,08:00,99,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,24830.67,3,-1.9726546671040457,43.32263093264309,-2.033693,43.256347
5697,Debagoiena,Debabarrena,Bergara,Eibar,Autobús interurbano,08:00,22,Bergara,1,1,1,2 adultos,2,5,1,1,2021,21729.6,1,-2.451848329889809,43.13680380374533,-2.033693,43.256347
3219,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,2,-1.9972937706757268,43.23722389468775,-2.033693,43.256347
9272,Donostialdea,Debabarrena,Hernani,Elgoibar,Coche conductor,08:00,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25238.16,3,-1.9822964135778605,43.26166349840883,-2.033693,43.256347
3166,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,23,Irun,2,4,1,Otros hogares sin niños,2,6,1,1,2021,25411.31,3,-1.762501392189598,43.34185167487717,-2.033693,43.256347
7925,Donostialdea,Urola Kosta       ,Pasaia,Zarautz,Coche conductor,08:00,22,Zarautz,2,3,2,Otros hogares con niños,2,4,1,1,2021,20409.4,1,-1.9117529799786976,43.32398674823464,-2.033693,43.256347
8984,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,3,1,2 adultos,1,4,1,1,2021,27790.76,4,-1.977715282908558,43.288916743320094,-2.033693,43.256347
7714,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche pasajero,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,4,-1.8978089996042269,43.30950981185453,-2.033693,43.256347
5614,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,99,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27578.01,4,-1.982277825668972,43.32399239375995,-2.033693,43.256347
6524,Donostialdea,Donostialdea,Lasarte-Oria,Lasarte-Oria,Autobús urbano,08:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,4,1,1,2021,23001.71,1,-2.017838967124964,43.256716037315456,-2.033693,43.256347
2387,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Coche conductor,08:00,22,Arrasate/Mondragon,2,2,1,Otros hogares sin niños,1,5,1,1,2021,22896.65,2,-2.486265368167678,43.0641663423627,-2.033693,43.256347
9666,Debabarrena,Debabarrena,Eibar,Eibar,Andando,08:00,22,Eibar,1,2,1,2 adultos,1,5,1,1,2021,24615.42,3,-2.472025227640322,43.18427200498171,-2.033693,43.256347
6963,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,08:00,22,Donostia/San Sebastian,2,4,3,Otros hogares con niños,2,3,1,2,2021,24120.435,2,-1.965311119602966,43.32016182054056,-2.033693,43.256347
4855,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,4,1,1,2021,22996.37,2,-1.971175197227749,43.30597874486775,-2.033693,43.256347
10417,Urola Kosta       ,Urola Kosta       ,Azkoitia,Azpeitia,Coche conductor,08:00,22,Azpeitia,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27809.709999999995,4,-2.310014595935314,43.17794788303142,-2.033693,43.256347
7035,Bidasoa,Bidasoa,Irun,Irun,Andando,08:00,23,Irun,2,3,2,Otros hogares con niños,2,5,1,1,2021,25575.31,3,-1.7882544533970626,43.33838462336959,-2.033693,43.256347
4348,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,2,3,3,1,2021,18229.935,1,-1.9541785443900528,43.2941332225046,-2.033693,43.256347
4439,Debabarrena,Debabarrena,Elgoibar,Elgoibar,Andando,08:00,23,Elgoibar,2,2,2,2 adultos con niño(s),2,5,1,1,2021,22158.57,1,-2.407284912539722,43.21877066514174,-2.033693,43.256347
2097,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús empresa - colegio,08:00,22,Donostia/San Sebastian,2,2,2,Otros hogares con niños,1,5,3,2,2021,23893.16,2,-1.948385217735672,43.3226495035555,-2.033693,43.256347
1240,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-2.000487553056652,43.29407693747812,-2.033693,43.256347
4292,Donostialdea,Urola Kosta       ,Donostia/San Sebastian,Zarautz,Coche conductor,08:00,99,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,26805.41,4,-1.9555721798091623,43.28657329392958,-2.033693,43.256347
1189,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,6,1,1,2021,25864.41,3,-1.947588273853868,43.32042474863941,-2.033693,43.256347
5233,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,08:00,22,Irun,1,1,1,2 adultos,1,5,1,1,2021,25930.01,4,-1.818445619904436,43.32827866961926,-2.033693,43.256347
10595,Donostialdea,Bidasoa,Urnieta,Irun,Coche conductor,08:00,22,Irun,2,4,1,Otros hogares sin niños,1,5,1,1,2021,27890.81,4,-1.9996370986278595,43.25864032772392,-2.033693,43.256347
2460,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,08:00,22,Donostia/San Sebastian,1,1,1,Hogar de una persona,2,5,1,1,2021,22156.6,1,-1.9804985588183617,43.31852339757099,-2.033693,43.256347
8432,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Andando,08:00,22,Arrasate/Mondragon,2,3,1,2 adultos con niño(s),2,5,1,1,2021,22088.17,1,-2.4940835015058807,43.05990912402851,-2.033693,43.256347
4089,Urola Kosta       ,Debabarrena,Zarautz,Eibar,Coche conductor,08:00,22,Ermua,2,3,1,Otros hogares sin niños,1,5,1,1,2021,25522.06,3,-2.174836275004923,43.280782588257935,-2.033693,43.256347
8502,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,4,1,2,2021,24441.16,3,-1.9706453239998332,43.32466720383077,-2.033693,43.256347
2660,Goierri                              ,Debagoiena,Zumarraga,Bergara,Coche conductor,08:00,22,Zumarraga,2,2,1,Otros hogares con niños,2,5,1,1,2021,21740.07,1,-2.313376380540067,43.08535420256782,-2.033693,43.256347
8192,Donostialdea,Urola Kosta       ,Usurbil,Orio,Coche conductor,08:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25571.56,2,-2.048281742996263,43.270964305965904,-2.033693,43.256347
50,Urola Kosta       ,Urola Kosta       ,Zarautz,Zarautz,Bicicleta,08:00,22,Zarautz,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23511.61,2,-2.1899599176348,43.28286688627981,-2.033693,43.256347
1019,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25818.26,3,-1.9996197349883584,43.30734279127415,-2.033693,43.256347
7924,Debabarrena,Debagoiena,Elgoibar,Arrasate/Mondragon,Coche conductor,08:00,22,Elgoibar,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23753.76,2,-2.4156425032805138,43.21534769649179,-2.033693,43.256347
1613,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,3,1,2 adultos,2,5,1,1,2021,24932.11,3,-1.984799047076884,43.29927998813083,-2.033693,43.256347
5327,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,21,Donostia/San Sebastian,2,4,2,Otros hogares con niños,1,4,1,1,2021,26787.11,4,-2.0129665492231927,43.31073243867177,-2.033693,43.256347
7686,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,2,5,1,1,2021,23492.02,2,-1.965740311909626,43.31034040618229,-2.033693,43.256347
3888,Donostialdea,Bidasoa,Donostia/San Sebastian,Irun,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,26650.31,4,-1.987451458975234,43.31596055199588,-2.033693,43.256347
5550,Bidasoa,Urola Kosta       ,Irun,Zarautz,Coche conductor,08:00,22,Irun,1,2,1,Hogar de una persona,1,4,1,1,2021,23263.22,2,-1.7827904688139933,43.336455662870456,-2.033693,43.256347
820,Goierri                              ,Goierri                              ,Urretxu,Beasain,Coche conductor,08:00,99,Legazpi,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27773.709999999995,4,-2.348651577830151,43.08794445640156,-2.033693,43.256347
5569,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,08:00,22,Donostia/San Sebastian,1,3,2,2 adultos,2,5,1,1,2021,27299.26,4,-1.9992948777334731,43.3109157652684,-2.033693,43.256347
1892,Donostialdea,Goierri                              ,Donostia/San Sebastian,Ordizia,RENFE,08:00,22,Donostia/San Sebastian,1,1,1,Hogar de una persona,2,4,1,1,2021,23001.07,2,-2.0292319786642463,43.313680452362085,-2.033693,43.256347
5747,Donostialdea,Tolosaldea,Oiartzun,Tolosa,Coche conductor,08:00,99,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,5,1,1,2021,26243.96,4,-1.8599683465266517,43.29883698376328,-2.033693,43.256347
3385,Debabarrena,Debabarrena,Eibar,Eibar,Andando,08:00,22,Eibar,2,2,3,Otros hogares sin niños,2,6,1,1,2021,21729.57,1,-2.4819696914876976,43.18540343762238,-2.033693,43.256347
4020,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Andando,08:00,22,Arrasate/Mondragon,2,2,1,1 adulto con niño(s),2,4,4,1,2021,10821.22,1,-2.4925750290923903,43.062143956393975,-2.033693,43.256347
4909,Debabarrena,Debabarrena,Eibar,Eibar,Coche conductor,08:00,23,Eibar,2,3,1,Otros hogares sin niños,2,5,1,1,2021,26453.209999999995,4,-2.472025227640322,43.18427200498171,-2.033693,43.256347
453,Goierri                              ,Goierri                              ,Beasain,Beasain,Andando,08:00,23,Beasain,3,3,1,Otros hogares con niños,1,5,1,2,2021,22574.55,1,-2.1949727476556355,43.04859215473822,-2.033693,43.256347
3317,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,08:00,22,Donostia/San Sebastian,2,2,3,Otros hogares sin niños,1,3,1,1,2021,21047.745,1,-1.944629004655588,43.32319828067112,-2.033693,43.256347
7921,Donostialdea,Donostialdea,Oiartzun,Oiartzun,Coche conductor,08:00,22,Arrasate/Mondragon,1,2,1,Hogar de una persona,1,4,1,1,2021,22231.4,2,-1.8729632484387624,43.30929169956208,-2.033693,43.256347
10321,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Orio,1,3,1,Hogar de una persona,1,5,1,1,2021,28902.96,4,-2.126588204397504,43.27658855623866,-2.033693,43.256347
8713,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,5,1,1,2021,23928.46,2,-1.9558811856272529,43.323291172630114,-2.033693,43.256347
2605,Tolosaldea,Goierri                              ,Tolosa,Beasain,RENFE,08:00,22,Beasain,1,1,1,2 adultos,1,3,1,1,2021,19977.175000000003,1,-2.067904756758453,43.130647345412,-2.033693,43.256347
6955,Goierri                              ,Goierri                              ,Ordizia,Ordizia,Coche conductor,08:00,22,Ordizia,2,4,1,2 adultos con niño(s),1,5,1,1,2021,27863.61,4,-2.1791033199774765,43.05866863007932,-2.033693,43.256347
1172,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,08:00,23,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,5,1,1,2021,24051.47,2,-2.0004614377714667,43.31069004972028,-2.033693,43.256347
4429,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,1 adulto con niño(s),2,5,1,1,2021,23732.11,2,-1.9446517033313653,43.31739112383737,-2.033693,43.256347
2959,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,4,2,Otros hogares con niños,1,4,1,1,2021,26787.11,4,-1.9660628374388072,43.29489539402671,-2.033693,43.256347
5833,Donostialdea,Bidasoa,Donostia/San Sebastian,Hondarribia,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,3,-1.988155387747208,43.30445484757556,-2.033693,43.256347
2248,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,1,-1.86148877812474,43.33359591256002,-2.033693,43.256347
6632,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,99,Errenteria,1,3,1,1 adulto con niño(s),1,4,1,1,2021,25842.46,3,-1.9709992286135705,43.3115921703202,-2.033693,43.256347
5606,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Moto,08:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,24419.96,3,-1.8971373644941252,43.31383672747154,-2.033693,43.256347
10598,Donostialdea,Urola Kosta       ,Hernani,Zarautz,Coche pasajero,08:00,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23648.77,2,-1.9749839855080589,43.26261320344654,-2.033693,43.256347
5259,Urola Kosta       ,Urola Kosta       ,Azkoitia,Zarautz,Coche conductor,08:00,22,Azkoitia,2,1,1,Otros hogares sin niños,1,4,1,1,2021,23095.87,2,-2.344106269688062,43.20790800361308,-2.033693,43.256347
5205,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche conductor,08:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24409.86,2,-2.020943595268279,43.270147066725045,-2.033693,43.256347
6189,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,3,1,2 adultos,1,4,1,1,2021,25423.61,3,-1.9861105096146787,43.32408746428146,-2.033693,43.256347
2898,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,2,6,1,2,2021,26131.61,4,-1.9811957107568123,43.32075896247572,-2.033693,43.256347
8025,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,3,-1.808345617566208,43.33783319651466,-2.033693,43.256347
1667,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,2,3,1,1,2021,21753.285,1,-1.9321086971576715,43.3176962144548,-2.033693,43.256347
5547,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,08:00,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,4,1,2,2021,22996.37,2,-1.9579293312203412,43.32817229536874,-2.033693,43.256347
6416,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,2,2,2,Otros hogares con niños,1,5,1,1,2021,25646.66,3,-1.9736674493216204,43.29404862863124,-2.033693,43.256347
45,Bidasoa,Bidasoa,Hondarribia,Irun,Coche conductor,08:00,23,Irun,2,3,3,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.838482166169041,43.33781841146345,-2.033693,43.256347
259,Goierri                              ,Goierri                              ,Beasain,Ordizia,Moto,08:00,22,Ordizia,2,3,2,Otros hogares sin niños,1,4,1,1,2021,24695.46,3,-2.1998920301485643,43.046953190619206,-2.033693,43.256347
8840,Urola Kosta       ,Bidasoa,Zarautz,Irun,EUSKOTREN,08:00,22,Zarautz,2,1,1,Otros hogares sin niños,2,5,1,1,2021,21497.65,1,-2.1639462375045966,43.284205957483856,-2.033693,43.256347
5651,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Andando,08:00,22,Arrasate/Mondragon,2,4,1,2 adultos con niño(s),2,5,1,1,2021,26050.509999999995,3,-2.4907150107641947,43.06576801325035,-2.033693,43.256347
10178,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,23,Irun,2,1,1,Otros hogares con niños,2,3,1,2,2021,18102.375,1,-1.7770296524050857,43.34071913154062,-2.033693,43.256347
3505,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.8738494934732628,43.27807526676396,-2.033693,43.256347
10643,Debagoiena,Debagoiena,Aretxabaleta,Arrasate/Mondragon,Coche conductor,08:00,22,Arrasate/Mondragon,1,3,2,2 adultos,2,4,1,1,2021,26391.61,3,-2.522166659148221,43.05005007234166,-2.033693,43.256347
9532,Donostialdea,Urola Kosta       ,Errenteria,Zarautz,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.8937019716173715,43.308906573959725,-2.033693,43.256347
8636,Debagoiena,Debabarrena,Oñati,Eibar,Coche conductor,08:00,22,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27745.709999999995,4,-2.423953757133813,43.01138257492963,-2.033693,43.256347
5869,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,08:00,22,Pasaia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,24967.56,3,-1.921274373964896,43.32858268307314,-2.033693,43.256347
9479,Urola Kosta       ,Urola Kosta       ,Azkoitia,Azkoitia,Coche conductor,08:00,22,Azkoitia,2,1,1,Otros hogares sin niños,2,4,1,1,2021,20778.0,1,-2.3356844351345885,43.15677105450702,-2.033693,43.256347
2810,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Hernani,2,2,1,2 adultos con niño(s),1,4,1,1,2021,26378.61,4,-1.9915274055696,43.29977857942854,-2.033693,43.256347
9728,Debagoiena,Debagoiena,Arrasate/Mondragon,Oñati,Coche conductor,08:00,21,Arrasate/Mondragon,1,3,1,2 adultos,2,3,1,1,2021,22340.235,1,-2.481535648811282,43.06795600745923,-2.033693,43.256347
389,Donostialdea,Urola Kosta       ,Donostia/San Sebastian,Zarautz,Coche conductor,08:00,22,Zarautz,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28087.91,4,-1.9808925080240605,43.31805598595568,-2.033693,43.256347
3096,Donostialdea,Donostialdea,Pasaia,Errenteria,Autobús interurbano,08:00,22,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,18975.625,1,-1.93049367619295,43.32495363497327,-2.033693,43.256347
5475,Donostialdea,Donostialdea,Oiartzun,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,3,1,2 adultos con niño(s),2,5,1,1,2021,26110.209999999995,4,-1.8634049331591456,43.29985120783124,-2.033693,43.256347
1902,Donostialdea,Donostialdea,Lezo,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,4,-1.8969554167767697,43.32308329738342,-2.033693,43.256347
4779,Donostialdea,Donostialdea,Errenteria,Errenteria,Autobús urbano,08:00,22,Errenteria,2,3,1,Otros hogares sin niños,2,5,1,1,2021,20846.85,1,-1.9038194939194504,43.31462201260835,-2.033693,43.256347
